"BehaviorSpace results (NetLogo 6.4.0)","Table version 2.0"
"Drone_2025.nlogo"
"Experiments 2025"
"06/01/2025 14:03:18:655 -0300"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-17","17","-17","17"
"[run number]","Battery_Gain","Policy","Battery_consumption","number-strategies","p2_upperlimit","memory-size","p2_lowerlimit","drones","Battery_Consumption_SD","overcrowding-threshold","[step]","count turtles","ticks"
"5106","100","0","10","2","90","9","50","100","0.1","60","1500","100","1500"
"5052","100","2","10","9","90","9","25","100","0.1","60","1500","100","1500"
"5105","50","0","10","2","90","9","50","100","0.1","60","1500","100","1500"
"5109","50","0","15","2","90","9","50","100","0.1","60","1500","100","1500"
"5110","100","0","15","2","90","9","50","100","0.1","60","1500","100","1500"
"5056","100","2","15","9","90","9","25","100","0.1","60","1500","100","1500"
"5108","100","2","10","2","90","9","50","100","0.1","60","1500","100","1500"
"5107","50","2","10","2","90","9","50","100","0.1","60","1500","100","1500"
"5113","50","0","10","9","90","9","50","100","0.1","60","1500","100","1500"
"5114","100","0","10","9","90","9","50","100","0.1","60","1500","100","1500"
"5100","100","2","10","9","70","9","50","100","0.1","60","1500","100","1500"
"5099","50","2","10","9","70","9","50","100","0.1","60","1500","100","1500"
"5111","50","2","15","2","90","9","50","100","0.1","60","1500","100","1500"
"5117","50","0","15","9","90","9","50","100","0.1","60","1500","100","1500"
"5118","100","0","15","9","90","9","50","100","0.1","60","1500","100","1500"
"5121","50","0","10","2","70","2","25","50","0","30","1500","50","1500"
"5122","100","0","10","2","70","2","25","50","0","30","1500","50","1500"
"5123","50","2","10","2","70","2","25","50","0","30","1500","50","1500"
"5124","100","2","10","2","70","2","25","50","0","30","1500","50","1500"
"5125","50","0","15","2","70","2","25","50","0","30","1500","50","1500"
"5126","100","0","15","2","70","2","25","50","0","30","1500","50","1500"
"5127","50","2","15","2","70","2","25","50","0","30","1500","20","1500"
"5128","100","2","15","2","70","2","25","50","0","30","1500","36","1500"
"5129","50","0","10","9","70","2","25","50","0","30","1500","50","1500"
"5130","100","0","10","9","70","2","25","50","0","30","1500","50","1500"
"5112","100","2","15","2","90","9","50","100","0.1","60","1500","100","1500"
"5103","50","2","15","9","70","9","50","100","0.1","60","1500","100","1500"
"5104","100","2","15","9","70","9","50","100","0.1","60","1500","100","1500"
"5133","50","0","15","9","70","2","25","50","0","30","1500","50","1500"
"5134","100","0","15","9","70","2","25","50","0","30","1500","50","1500"
"5135","50","2","15","9","70","2","25","50","0","30","1500","1","1500"
"5132","100","2","10","9","70","2","25","50","0","30","1500","50","1500"
"5131","50","2","10","9","70","2","25","50","0","30","1500","50","1500"
"5137","50","0","10","2","90","2","25","50","0","30","1500","50","1500"
"5138","100","0","10","2","90","2","25","50","0","30","1500","50","1500"
"5136","100","2","15","9","70","2","25","50","0","30","1500","1","1500"
"5141","50","0","15","2","90","2","25","50","0","30","1500","50","1500"
"5142","100","0","15","2","90","2","25","50","0","30","1500","50","1500"
"5143","50","2","15","2","90","2","25","50","0","30","1500","21","1500"
"5144","100","2","15","2","90","2","25","50","0","30","1500","22","1500"
"5140","100","2","10","2","90","2","25","50","0","30","1500","50","1500"
"5139","50","2","10","2","90","2","25","50","0","30","1500","50","1500"
"5145","50","0","10","9","90","2","25","50","0","30","1500","50","1500"
"5146","100","0","10","9","90","2","25","50","0","30","1500","50","1500"
"5149","50","0","15","9","90","2","25","50","0","30","1500","50","1500"
"5150","100","0","15","9","90","2","25","50","0","30","1500","50","1500"
"5152","100","2","15","9","90","2","25","50","0","30","1500","1","1500"
"5151","50","2","15","9","90","2","25","50","0","30","1500","4","1500"
"5153","50","0","10","2","70","9","25","50","0","30","1500","50","1500"
"5154","100","0","10","2","70","9","25","50","0","30","1500","50","1500"
"5148","100","2","10","9","90","2","25","50","0","30","1500","50","1500"
"5157","50","0","15","2","70","9","25","50","0","30","1500","50","1500"
"5147","50","2","10","9","90","2","25","50","0","30","1500","50","1500"
"5156","100","2","10","2","70","9","25","50","0","30","1500","50","1500"
"5158","100","0","15","2","70","9","25","50","0","30","1500","50","1500"
"5161","50","0","10","9","70","9","25","50","0","30","1500","50","1500"
"5162","100","0","10","9","70","9","25","50","0","30","1500","50","1500"
"5155","50","2","10","2","70","9","25","50","0","30","1500","50","1500"
"5160","100","2","15","2","70","9","25","50","0","30","1500","8","1500"
"5159","50","2","15","2","70","9","25","50","0","30","1500","10","1500"
"5165","50","0","15","9","70","9","25","50","0","30","1500","50","1500"
"5166","100","0","15","9","70","9","25","50","0","30","1500","50","1500"
"5167","50","2","15","9","70","9","25","50","0","30","528","0","528"
"5168","100","2","15","9","70","9","25","50","0","30","1500","1","1500"
"5169","50","0","10","2","90","9","25","50","0","30","1500","50","1500"
"5170","100","0","10","2","90","9","25","50","0","30","1500","50","1500"
"5172","100","2","10","2","90","9","25","50","0","30","1500","50","1500"
"5171","50","2","10","2","90","9","25","50","0","30","1500","50","1500"
"5173","50","0","15","2","90","9","25","50","0","30","1500","50","1500"
"5174","100","0","15","2","90","9","25","50","0","30","1500","50","1500"
"5175","50","2","15","2","90","9","25","50","0","30","1500","20","1500"
"5176","100","2","15","2","90","9","25","50","0","30","1500","20","1500"
"5177","50","0","10","9","90","9","25","50","0","30","1500","50","1500"
"5178","100","0","10","9","90","9","25","50","0","30","1500","50","1500"
"5116","100","2","10","9","90","9","50","100","0.1","60","1500","100","1500"
"5115","50","2","10","9","90","9","50","100","0.1","60","1500","100","1500"
"5181","50","0","15","9","90","9","25","50","0","30","1500","50","1500"
"5182","100","0","15","9","90","9","25","50","0","30","1500","50","1500"
"5183","50","2","15","9","90","9","25","50","0","30","1500","1","1500"
"5185","50","0","10","2","70","2","50","50","0","30","1500","50","1500"
"5186","100","0","10","2","70","2","50","50","0","30","1500","50","1500"
"5164","100","2","10","9","70","9","25","50","0","30","1500","50","1500"
"5184","100","2","15","9","90","9","25","50","0","30","1500","1","1500"
"5188","100","2","10","2","70","2","50","50","0","30","1500","50","1500"
"5189","50","0","15","2","70","2","50","50","0","30","1500","50","1500"
"5187","50","2","10","2","70","2","50","50","0","30","1500","50","1500"
"5190","100","0","15","2","70","2","50","50","0","30","1500","50","1500"
"5193","50","0","10","9","70","2","50","50","0","30","1500","50","1500"
"5194","100","0","10","9","70","2","50","50","0","30","1500","50","1500"
"5191","50","2","15","2","70","2","50","50","0","30","1500","50","1500"
"5192","100","2","15","2","70","2","50","50","0","30","1500","50","1500"
"5197","50","0","15","9","70","2","50","50","0","30","1500","50","1500"
"5198","100","0","15","9","70","2","50","50","0","30","1500","50","1500"
"5196","100","2","10","9","70","2","50","50","0","30","1500","50","1500"
"5195","50","2","10","9","70","2","50","50","0","30","1500","50","1500"
"5120","100","2","15","9","90","9","50","100","0.1","60","1500","100","1500"
"5201","50","0","10","2","90","2","50","50","0","30","1500","50","1500"
"5199","50","2","15","9","70","2","50","50","0","30","1500","50","1500"
"5202","100","0","10","2","90","2","50","50","0","30","1500","50","1500"
"5163","50","2","10","9","70","9","25","50","0","30","1500","50","1500"
"5205","50","0","15","2","90","2","50","50","0","30","1500","50","1500"
"5206","100","0","15","2","90","2","50","50","0","30","1500","50","1500"
"5200","100","2","15","9","70","2","50","50","0","30","1500","50","1500"
"5203","50","2","10","2","90","2","50","50","0","30","1500","50","1500"
"5204","100","2","10","2","90","2","50","50","0","30","1500","50","1500"
"5209","50","0","10","9","90","2","50","50","0","30","1500","50","1500"
"5119","50","2","15","9","90","9","50","100","0.1","60","1500","100","1500"
"5207","50","2","15","2","90","2","50","50","0","30","1500","50","1500"
"5210","100","0","10","9","90","2","50","50","0","30","1500","50","1500"
"5208","100","2","15","2","90","2","50","50","0","30","1500","50","1500"
"5213","50","0","15","9","90","2","50","50","0","30","1500","50","1500"
"5214","100","0","15","9","90","2","50","50","0","30","1500","50","1500"
"5218","100","0","10","2","70","9","50","50","0","30","1500","50","1500"
"5217","50","0","10","2","70","9","50","50","0","30","1500","50","1500"
"5212","100","2","10","9","90","2","50","50","0","30","1500","50","1500"
"5216","100","2","15","9","90","2","50","50","0","30","1500","50","1500"
"5215","50","2","15","9","90","2","50","50","0","30","1500","50","1500"
"5211","50","2","10","9","90","2","50","50","0","30","1500","50","1500"
"5220","100","2","10","2","70","9","50","50","0","30","1500","50","1500"
"5221","50","0","15","2","70","9","50","50","0","30","1500","50","1500"
"5222","100","0","15","2","70","9","50","50","0","30","1500","50","1500"
"5225","50","0","10","9","70","9","50","50","0","30","1500","50","1500"
"5226","100","0","10","9","70","9","50","50","0","30","1500","50","1500"
"5219","50","2","10","2","70","9","50","50","0","30","1500","50","1500"
"5229","50","0","15","9","70","9","50","50","0","30","1500","50","1500"
"5230","100","0","15","9","70","9","50","50","0","30","1500","50","1500"
"5223","50","2","15","2","70","9","50","50","0","30","1500","50","1500"
"5224","100","2","15","2","70","9","50","50","0","30","1500","50","1500"
"5234","100","0","10","2","90","9","50","50","0","30","1500","50","1500"
"5233","50","0","10","2","90","9","50","50","0","30","1500","50","1500"
"5180","100","2","10","9","90","9","25","50","0","30","1500","50","1500"
"5237","50","0","15","2","90","9","50","50","0","30","1500","50","1500"
"5238","100","0","15","2","90","9","50","50","0","30","1500","50","1500"
"5179","50","2","10","9","90","9","25","50","0","30","1500","50","1500"
"5235","50","2","10","2","90","9","50","50","0","30","1500","50","1500"
"5236","100","2","10","2","90","9","50","50","0","30","1500","50","1500"
"5241","50","0","10","9","90","9","50","50","0","30","1500","50","1500"
"5242","100","0","10","9","90","9","50","50","0","30","1500","50","1500"
"5228","100","2","10","9","70","9","50","50","0","30","1500","50","1500"
"5240","100","2","15","2","90","9","50","50","0","30","1500","50","1500"
"5239","50","2","15","2","90","9","50","50","0","30","1500","50","1500"
"5245","50","0","15","9","90","9","50","50","0","30","1500","50","1500"
"5246","100","0","15","9","90","9","50","50","0","30","1500","50","1500"
"5249","50","0","10","2","70","2","25","100","0","30","1500","100","1500"
"5232","100","2","15","9","70","9","50","50","0","30","1500","50","1500"
"5250","100","0","10","2","70","2","25","100","0","30","1500","100","1500"
"5227","50","2","10","9","70","9","50","50","0","30","1500","50","1500"
"5231","50","2","15","9","70","9","50","50","0","30","1500","50","1500"
"5251","50","2","10","2","70","2","25","100","0","30","1500","100","1500"
"5252","100","2","10","2","70","2","25","100","0","30","1500","100","1500"
"5253","50","0","15","2","70","2","25","100","0","30","1500","100","1500"
"5254","100","0","15","2","70","2","25","100","0","30","1500","100","1500"
"5257","50","0","10","9","70","2","25","100","0","30","1500","100","1500"
"5258","100","0","10","9","70","2","25","100","0","30","1500","100","1500"
"5256","100","2","15","2","70","2","25","100","0","30","1500","57","1500"
"5255","50","2","15","2","70","2","25","100","0","30","1500","45","1500"
"5262","100","0","15","9","70","2","25","100","0","30","1500","100","1500"
"5261","50","0","15","9","70","2","25","100","0","30","1500","100","1500"
"5263","50","2","15","9","70","2","25","100","0","30","1500","4","1500"
"5265","50","0","10","2","90","2","25","100","0","30","1500","100","1500"
"5266","100","0","10","2","90","2","25","100","0","30","1500","100","1500"
"5264","100","2","15","9","70","2","25","100","0","30","1500","55","1500"
"5260","100","2","10","9","70","2","25","100","0","30","1500","100","1500"
"5267","50","2","10","2","90","2","25","100","0","30","1500","100","1500"
"5269","50","0","15","2","90","2","25","100","0","30","1500","100","1500"
"5270","100","0","15","2","90","2","25","100","0","30","1500","100","1500"
"5259","50","2","10","9","70","2","25","100","0","30","1500","100","1500"
"5271","50","2","15","2","90","2","25","100","0","30","1500","40","1500"
"5268","100","2","10","2","90","2","25","100","0","30","1500","100","1500"
"5272","100","2","15","2","90","2","25","100","0","30","1500","52","1500"
"5274","100","0","10","9","90","2","25","100","0","30","1500","100","1500"
"5273","50","0","10","9","90","2","25","100","0","30","1500","100","1500"
"5277","50","0","15","9","90","2","25","100","0","30","1500","100","1500"
"5278","100","0","15","9","90","2","25","100","0","30","1500","100","1500"
"5280","100","2","15","9","90","2","25","100","0","30","1500","4","1500"
"5279","50","2","15","9","90","2","25","100","0","30","1500","7","1500"
"5281","50","0","10","2","70","9","25","100","0","30","1500","100","1500"
"5282","100","0","10","2","70","9","25","100","0","30","1500","100","1500"
"5244","100","2","10","9","90","9","50","50","0","30","1500","50","1500"
"5285","50","0","15","2","70","9","25","100","0","30","1500","100","1500"
"5248","100","2","15","9","90","9","50","50","0","30","1500","50","1500"
"5286","100","0","15","2","70","9","25","100","0","30","1500","100","1500"
"5276","100","2","10","9","90","2","25","100","0","30","1500","100","1500"
"5243","50","2","10","9","90","9","50","50","0","30","1500","50","1500"
"5275","50","2","10","9","90","2","25","100","0","30","1500","100","1500"
"5289","50","0","10","9","70","9","25","100","0","30","1500","100","1500"
"5247","50","2","15","9","90","9","50","50","0","30","1500","50","1500"
"5290","100","0","10","9","70","9","25","100","0","30","1500","100","1500"
"5284","100","2","10","2","70","9","25","100","0","30","1500","100","1500"
"5294","100","0","15","9","70","9","25","100","0","30","1500","100","1500"
"5293","50","0","15","9","70","9","25","100","0","30","1500","100","1500"
"5287","50","2","15","2","70","9","25","100","0","30","1500","25","1500"
"5288","100","2","15","2","70","9","25","100","0","30","1500","32","1500"
"5283","50","2","10","2","70","9","25","100","0","30","1500","100","1500"
"5297","50","0","10","2","90","9","25","100","0","30","1500","100","1500"
"5298","100","0","10","2","90","9","25","100","0","30","1500","100","1500"
"5301","50","0","15","2","90","9","25","100","0","30","1500","100","1500"
"5302","100","0","15","2","90","9","25","100","0","30","1500","100","1500"
"5295","50","2","15","9","70","9","25","100","0","30","596","0","596"
"5305","50","0","10","9","90","9","25","100","0","30","1500","100","1500"
"5296","100","2","15","9","70","9","25","100","0","30","1500","1","1500"
"5306","100","0","10","9","90","9","25","100","0","30","1500","100","1500"
"5303","50","2","15","2","90","9","25","100","0","30","1500","28","1500"
"5309","50","0","15","9","90","9","25","100","0","30","1500","100","1500"
"5310","100","0","15","9","90","9","25","100","0","30","1500","100","1500"
"5304","100","2","15","2","90","9","25","100","0","30","1500","45","1500"
"5311","50","2","15","9","90","9","25","100","0","30","1207","0","1207"
"5312","100","2","15","9","90","9","25","100","0","30","1500","1","1500"
"5313","50","0","10","2","70","2","50","100","0","30","1500","100","1500"
"5314","100","0","10","2","70","2","50","100","0","30","1500","100","1500"
"5315","50","2","10","2","70","2","50","100","0","30","1500","100","1500"
"5316","100","2","10","2","70","2","50","100","0","30","1500","100","1500"
"5300","100","2","10","2","90","9","25","100","0","30","1500","100","1500"
"5299","50","2","10","2","90","9","25","100","0","30","1500","100","1500"
"5317","50","0","15","2","70","2","50","100","0","30","1500","100","1500"
"5318","100","0","15","2","70","2","50","100","0","30","1500","100","1500"
"5321","50","0","10","9","70","2","50","100","0","30","1500","100","1500"
"5322","100","0","10","9","70","2","50","100","0","30","1500","100","1500"
"5319","50","2","15","2","70","2","50","100","0","30","1500","100","1500"
"5320","100","2","15","2","70","2","50","100","0","30","1500","100","1500"
"5325","50","0","15","9","70","2","50","100","0","30","1500","100","1500"
"5326","100","0","15","9","70","2","50","100","0","30","1500","100","1500"
"5324","100","2","10","9","70","2","50","100","0","30","1500","100","1500"
"5323","50","2","10","9","70","2","50","100","0","30","1500","100","1500"
"5329","50","0","10","2","90","2","50","100","0","30","1500","100","1500"
"5330","100","0","10","2","90","2","50","100","0","30","1500","100","1500"
"5328","100","2","15","9","70","2","50","100","0","30","1500","100","1500"
"5327","50","2","15","9","70","2","50","100","0","30","1500","100","1500"
"5333","50","0","15","2","90","2","50","100","0","30","1500","100","1500"
"5334","100","0","15","2","90","2","50","100","0","30","1500","100","1500"
"5331","50","2","10","2","90","2","50","100","0","30","1500","100","1500"
"5332","100","2","10","2","90","2","50","100","0","30","1500","100","1500"
"5337","50","0","10","9","90","2","50","100","0","30","1500","100","1500"
"5338","100","0","10","9","90","2","50","100","0","30","1500","100","1500"
"5336","100","2","15","2","90","2","50","100","0","30","1500","100","1500"
"5335","50","2","15","2","90","2","50","100","0","30","1500","100","1500"
"5341","50","0","15","9","90","2","50","100","0","30","1500","100","1500"
"5342","100","0","15","9","90","2","50","100","0","30","1500","100","1500"
"5292","100","2","10","9","70","9","25","100","0","30","1500","100","1500"
"5345","50","0","10","2","70","9","50","100","0","30","1500","100","1500"
"5346","100","0","10","2","70","9","50","100","0","30","1500","100","1500"
"5340","100","2","10","9","90","2","50","100","0","30","1500","100","1500"
"5344","100","2","15","9","90","2","50","100","0","30","1500","100","1500"
"5343","50","2","15","9","90","2","50","100","0","30","1500","100","1500"
"5349","50","0","15","2","70","9","50","100","0","30","1500","100","1500"
"5339","50","2","10","9","90","2","50","100","0","30","1500","100","1500"
"5350","100","0","15","2","70","9","50","100","0","30","1500","100","1500"
"5353","50","0","10","9","70","9","50","100","0","30","1500","100","1500"
"5354","100","0","10","9","70","9","50","100","0","30","1500","100","1500"
"5347","50","2","10","2","70","9","50","100","0","30","1500","100","1500"
"5348","100","2","10","2","70","9","50","100","0","30","1500","100","1500"
"5357","50","0","15","9","70","9","50","100","0","30","1500","100","1500"
"5358","100","0","15","9","70","9","50","100","0","30","1500","100","1500"
"5351","50","2","15","2","70","9","50","100","0","30","1500","100","1500"
"5352","100","2","15","2","70","9","50","100","0","30","1500","100","1500"
"5291","50","2","10","9","70","9","25","100","0","30","1500","100","1500"
"5361","50","0","10","2","90","9","50","100","0","30","1500","100","1500"
"5362","100","0","10","2","90","9","50","100","0","30","1500","100","1500"
"5308","100","2","10","9","90","9","25","100","0","30","1500","100","1500"
"5365","50","0","15","2","90","9","50","100","0","30","1500","100","1500"
"5364","100","2","10","2","90","9","50","100","0","30","1500","100","1500"
"5366","100","0","15","2","90","9","50","100","0","30","1500","100","1500"
"5363","50","2","10","2","90","9","50","100","0","30","1500","100","1500"
"5369","50","0","10","9","90","9","50","100","0","30","1500","100","1500"
"5307","50","2","10","9","90","9","25","100","0","30","1500","100","1500"
"5370","100","0","10","9","90","9","50","100","0","30","1500","100","1500"
"5356","100","2","10","9","70","9","50","100","0","30","1500","100","1500"
"5373","50","0","15","9","90","9","50","100","0","30","1500","100","1500"
"5368","100","2","15","2","90","9","50","100","0","30","1500","100","1500"
"5374","100","0","15","9","90","9","50","100","0","30","1500","100","1500"
"5367","50","2","15","2","90","9","50","100","0","30","1500","100","1500"
"5377","50","0","10","2","70","2","25","50","0.1","30","1500","50","1500"
"5378","100","0","10","2","70","2","25","50","0.1","30","1500","50","1500"
"5379","50","2","10","2","70","2","25","50","0.1","30","1500","50","1500"
"5380","100","2","10","2","70","2","25","50","0.1","30","1500","50","1500"
"5381","50","0","15","2","70","2","25","50","0.1","30","227","0","227"
"5382","100","0","15","2","70","2","25","50","0.1","30","62","0","62"
"5383","50","2","15","2","70","2","25","50","0.1","30","1500","22","1500"
"5384","100","2","15","2","70","2","25","50","0.1","30","1500","29","1500"
"5385","50","0","10","9","70","2","25","50","0.1","30","1500","50","1500"
"5355","50","2","10","9","70","9","50","100","0","30","1500","100","1500"
"5360","100","2","15","9","70","9","50","100","0","30","1500","100","1500"
"5386","100","0","10","9","70","2","25","50","0.1","30","1500","50","1500"
"5389","50","0","15","9","70","2","25","50","0.1","30","90","0","90"
"5390","100","0","15","9","70","2","25","50","0.1","30","218","0","218"
"5391","50","2","15","9","70","2","25","50","0.1","30","1500","2","1500"
"5392","100","2","15","9","70","2","25","50","0.1","30","1500","1","1500"
"5393","50","0","10","2","90","2","25","50","0.1","30","1500","50","1500"
"5394","100","0","10","2","90","2","25","50","0.1","30","1500","50","1500"
"5388","100","2","10","9","70","2","25","50","0.1","30","1500","50","1500"
"5387","50","2","10","9","70","2","25","50","0.1","30","1500","50","1500"
"5397","50","0","15","2","90","2","25","50","0.1","30","1384","0","1384"
"5395","50","2","10","2","90","2","25","50","0.1","30","1500","50","1500"
"5396","100","2","10","2","90","2","25","50","0.1","30","1500","50","1500"
"5398","100","0","15","2","90","2","25","50","0.1","30","133","0","133"
"5401","50","0","10","9","90","2","25","50","0.1","30","1500","50","1500"
"5359","50","2","15","9","70","9","50","100","0","30","1500","100","1500"
"5400","100","2","15","2","90","2","25","50","0.1","30","1500","22","1500"
"5402","100","0","10","9","90","2","25","50","0.1","30","1500","50","1500"
"5399","50","2","15","2","90","2","25","50","0.1","30","1500","29","1500"
"5405","50","0","15","9","90","2","25","50","0.1","30","163","0","163"
"5406","100","0","15","9","90","2","25","50","0.1","30","357","0","357"
"5407","50","2","15","9","90","2","25","50","0.1","30","1500","1","1500"
"5408","100","2","15","9","90","2","25","50","0.1","30","1500","6","1500"
"5409","50","0","10","2","70","9","25","50","0.1","30","1500","50","1500"
"5410","100","0","10","2","70","9","25","50","0.1","30","1500","50","1500"
"5404","100","2","10","9","90","2","25","50","0.1","30","1500","50","1500"
"5403","50","2","10","9","90","2","25","50","0.1","30","1500","50","1500"
"5413","50","0","15","2","70","9","25","50","0.1","30","617","0","617"
"5414","100","0","15","2","70","9","25","50","0.1","30","43","0","43"
"5412","100","2","10","2","70","9","25","50","0.1","30","1500","50","1500"
"5417","50","0","10","9","70","9","25","50","0.1","30","1500","50","1500"
"5411","50","2","10","2","70","9","25","50","0.1","30","1500","50","1500"
"5418","100","0","10","9","70","9","25","50","0.1","30","1500","50","1500"
"5416","100","2","15","2","70","9","25","50","0.1","30","1500","24","1500"
"5421","50","0","15","9","70","9","25","50","0.1","30","760","0","760"
"5415","50","2","15","2","70","9","25","50","0.1","30","1500","19","1500"
"5422","100","0","15","9","70","9","25","50","0.1","30","232","0","232"
"5423","50","2","15","9","70","9","25","50","0.1","30","1500","1","1500"
"5424","100","2","15","9","70","9","25","50","0.1","30","1500","1","1500"
"5425","50","0","10","2","90","9","25","50","0.1","30","1500","50","1500"
"5426","100","0","10","2","90","9","25","50","0.1","30","1500","50","1500"
"5428","100","2","10","2","90","9","25","50","0.1","30","1500","50","1500"
"5427","50","2","10","2","90","9","25","50","0.1","30","1500","50","1500"
"5430","100","0","15","2","90","9","25","50","0.1","30","152","0","152"
"5429","50","0","15","2","90","9","25","50","0.1","30","1066","0","1066"
"5432","100","2","15","2","90","9","25","50","0.1","30","1500","20","1500"
"5433","50","0","10","9","90","9","25","50","0.1","30","1500","50","1500"
"5431","50","2","15","2","90","9","25","50","0.1","30","1500","27","1500"
"5434","100","0","10","9","90","9","25","50","0.1","30","1500","50","1500"
"5420","100","2","10","9","70","9","25","50","0.1","30","1500","50","1500"
"5437","50","0","15","9","90","9","25","50","0.1","30","490","0","490"
"5438","100","0","15","9","90","9","25","50","0.1","30","440","0","440"
"5439","50","2","15","9","90","9","25","50","0.1","30","1500","1","1500"
"5440","100","2","15","9","90","9","25","50","0.1","30","1500","1","1500"
"5441","50","0","10","2","70","2","50","50","0.1","30","1500","50","1500"
"5442","100","0","10","2","70","2","50","50","0.1","30","1500","50","1500"
"5443","50","2","10","2","70","2","50","50","0.1","30","1500","50","1500"
"5372","100","2","10","9","90","9","50","100","0","30","1500","100","1500"
"5376","100","2","15","9","90","9","50","100","0","30","1500","100","1500"
"5446","100","0","15","2","70","2","50","50","0.1","30","1500","50","1500"
"5419","50","2","10","9","70","9","25","50","0.1","30","1500","50","1500"
"5445","50","0","15","2","70","2","50","50","0.1","30","1500","50","1500"
"5444","100","2","10","2","70","2","50","50","0.1","30","1500","50","1500"
"5450","100","0","10","9","70","2","50","50","0.1","30","1500","50","1500"
"5449","50","0","10","9","70","2","50","50","0.1","30","1500","50","1500"
"5448","100","2","15","2","70","2","50","50","0.1","30","1500","50","1500"
"5447","50","2","15","2","70","2","50","50","0.1","30","1500","50","1500"
"5453","50","0","15","9","70","2","50","50","0.1","30","1500","50","1500"
"5454","100","0","15","9","70","2","50","50","0.1","30","1500","50","1500"
"5371","50","2","10","9","90","9","50","100","0","30","1500","100","1500"
"5457","50","0","10","2","90","2","50","50","0.1","30","1500","50","1500"
"5452","100","2","10","9","70","2","50","50","0.1","30","1500","50","1500"
"5451","50","2","10","9","70","2","50","50","0.1","30","1500","50","1500"
"5458","100","0","10","2","90","2","50","50","0.1","30","1500","50","1500"
"5461","50","0","15","2","90","2","50","50","0.1","30","1500","50","1500"
"5456","100","2","15","9","70","2","50","50","0.1","30","1500","50","1500"
"5462","100","0","15","2","90","2","50","50","0.1","30","1500","50","1500"
"5455","50","2","15","9","70","2","50","50","0.1","30","1500","50","1500"
"5460","100","2","10","2","90","2","50","50","0.1","30","1500","50","1500"
"5465","50","0","10","9","90","2","50","50","0.1","30","1500","50","1500"
"5459","50","2","10","2","90","2","50","50","0.1","30","1500","50","1500"
"5466","100","0","10","9","90","2","50","50","0.1","30","1500","50","1500"
"5464","100","2","15","2","90","2","50","50","0.1","30","1500","50","1500"
"5375","50","2","15","9","90","9","50","100","0","30","1500","100","1500"
"5469","50","0","15","9","90","2","50","50","0.1","30","1500","50","1500"
"5463","50","2","15","2","90","2","50","50","0.1","30","1500","50","1500"
"5470","100","0","15","9","90","2","50","50","0.1","30","1500","50","1500"
"5473","50","0","10","2","70","9","50","50","0.1","30","1500","50","1500"
"5474","100","0","10","2","70","9","50","50","0.1","30","1500","50","1500"
"5468","100","2","10","9","90","2","50","50","0.1","30","1500","50","1500"
"5467","50","2","10","9","90","2","50","50","0.1","30","1500","50","1500"
"5472","100","2","15","9","90","2","50","50","0.1","30","1500","50","1500"
"5476","100","2","10","2","70","9","50","50","0.1","30","1500","50","1500"
"5471","50","2","15","9","90","2","50","50","0.1","30","1500","50","1500"
"5478","100","0","15","2","70","9","50","50","0.1","30","1500","50","1500"
"5475","50","2","10","2","70","9","50","50","0.1","30","1500","50","1500"
"5477","50","0","15","2","70","9","50","50","0.1","30","1500","50","1500"
"5481","50","0","10","9","70","9","50","50","0.1","30","1500","50","1500"
"5482","100","0","10","9","70","9","50","50","0.1","30","1500","50","1500"
"5485","50","0","15","9","70","9","50","50","0.1","30","1500","50","1500"
"5486","100","0","15","9","70","9","50","50","0.1","30","1500","50","1500"
"5480","100","2","15","2","70","9","50","50","0.1","30","1500","50","1500"
"5489","50","0","10","2","90","9","50","50","0.1","30","1500","50","1500"
"5479","50","2","15","2","70","9","50","50","0.1","30","1500","50","1500"
"5490","100","0","10","2","90","9","50","50","0.1","30","1500","50","1500"
"5436","100","2","10","9","90","9","25","50","0.1","30","1500","50","1500"
"5493","50","0","15","2","90","9","50","50","0.1","30","1500","50","1500"
"5494","100","0","15","2","90","9","50","50","0.1","30","1500","50","1500"
"5435","50","2","10","9","90","9","25","50","0.1","30","1500","50","1500"
"5492","100","2","10","2","90","9","50","50","0.1","30","1500","50","1500"
"5491","50","2","10","2","90","9","50","50","0.1","30","1500","50","1500"
"5497","50","0","10","9","90","9","50","50","0.1","30","1500","50","1500"
"5498","100","0","10","9","90","9","50","50","0.1","30","1500","50","1500"
"5495","50","2","15","2","90","9","50","50","0.1","30","1500","50","1500"
"5484","100","2","10","9","70","9","50","50","0.1","30","1500","50","1500"
"5501","50","0","15","9","90","9","50","50","0.1","30","1500","50","1500"
"5496","100","2","15","2","90","9","50","50","0.1","30","1500","50","1500"
"5502","100","0","15","9","90","9","50","50","0.1","30","1500","50","1500"
"5488","100","2","15","9","70","9","50","50","0.1","30","1500","50","1500"
"5505","50","0","10","2","70","2","25","100","0.1","30","1500","100","1500"
"5506","100","0","10","2","70","2","25","100","0.1","30","1500","100","1500"
"5483","50","2","10","9","70","9","50","50","0.1","30","1500","50","1500"
"5509","50","0","15","2","70","2","25","100","0.1","30","380","0","380"
"5510","100","0","15","2","70","2","25","100","0.1","30","156","0","156"
"5511","50","2","15","2","70","2","25","100","0.1","30","1500","54","1500"
"5508","100","2","10","2","70","2","25","100","0.1","30","1500","100","1500"
"5507","50","2","10","2","70","2","25","100","0.1","30","1500","100","1500"
"5487","50","2","15","9","70","9","50","50","0.1","30","1500","50","1500"
